stuff,89
reviews,49
enthusiastic,9
right,442
help,287
baggage,3
glowing,11
contrast,51
negative,24
reviewers,13
likely,83
live,177
hype,25
makes,560
_election_,7
disappointing,28
contains,61
significant,32
details,81
lifted,11
directly,33
_rushmore_,6
released,125
months,55
earlier,86
similarities,18
staggering,9
president,71
extraordinary,43
number,117
clubs,11
involved,125
play,240
max,52
fischer,5
tension,76
potential,65
relationship,225
teacher,70
single,107
parent,20
home,308
contributed,6
drive,37
male,56
bumbling,17
adult,68
pursues,4
extramarital,2
affair,52
gets,421
caught,74
life,980
ruined,14
bee,6
sting,3
bill,108
murray,25
several,249
stings,2
happened,86
individual,43
screenplay,137
contain,26
many,780
points,82
yet,372
probably,279
aware,35
two,959
different,283
studios,22
genre,148
geeks,1
revenge,43
hadn't,20
fully,62
formed,7
strengths,14
rely,18
fantastic,63
performances,278
newcomer,19
jessica,24
anti-social,3
tammy,4
playing,190
rooney,1
role,485
_ferris,1
bueller_,1
fun,324
he's,570
since,387
revelation,22
early,144
year,342
teenagers,36
clout,3
money,238
deserves,80
nomination,50
campbell's,3
character,1013
speech,55
gymnasium,1
you're,134
won,52
bothering,3
i've,210
seen,537
amount,74
suppose,29
coming,133
expect,120
less,246
starts,162
light,119
airy,3
sitcom,17
screws,6
tighten,2
tensions,6
mount,4
alexander,17
payne,7
decides,96
add,75
elements,132
frankly,14
distract,11
story,1207
doesn't,596
tracy's,2
determination,12
win,61
costs,12
throw,36
student/teacher,1
logical,13
reason,158
lot,349
tonal,1
nosedive,2
takes,396
explicitly,7
sex-driven,1
mark,92
disappointment,23
you've,97
got,195
mail,20
works,227
alot,6
order,161
cast,402
extremely,160
popular,103
attractive,38
stars,185
share,78
screen,337
hours,119
collect,11
profits,2
real,445
inventive,34
bone,16
body,129
basically,86
complete,86
re-shoot,3
shop,38
around,430
corner,23
adding,22
modern,84
twists,67
essentially,34
goes,309
defies,7
concepts,13
contemporary,37
filmmaking,62
overly,29
sentimental,27
terribly,15
mushy,1
mention,51
manipulative,18
oh,77
enjoyable,104
manipulation,15
must,317
something,526
work,512
absolutely,91
hated,16
previous,114
ryan/hanks,1
teaming,7
sleepless,6
seattle,9
couldn't,75
directing,72
helmed,5
woman,259
haven't,72
quite,415
figured,13
liked,85
important,130
storyline,59
cliched,25
come,408
tom,156
hanks,65
plays,380
fox,63
insanely,6
likeable,35
owner,42
discount,4
chain,25
meg,24
ryan,124
kathleen,11
kelley,3
proprietor,3
family-run,1
children's,34
nice,181
homage,32
soon,203
become,306
bitter,37
rivals,5
store,65
opening,154
across,110
small,252
business,98
already,127
internet,21
neither,59
party,86
knows,156
person's,12
true,266
rest,201
serve,41
mere,29
backdrop,23
sure,261
mildly,12
subplots,19
fail,31
utter,21
cuteness,4
main,202
leads,141
predictable,59
climax,63
foreseeable,1
damn,40
cute,65
well-done,6
doubt,97
entire,224
scene,714
evokes,8
pure,62
joy,45
part,371
discovers,66
online,11
filled,88
lack,108
happiness,31
left,221
theater,114
smiling,9
jaws,22
rare,67
grabs,11
attention,147
shows,242
image,71
opens,100
blackness,3
distant,22
alien-like,1
underwater,18
sounds,58
ominous,18
bars,12
composer,13
john,430
williams',17
infamous,17
score,125
dah-dum,1
director,490
steven,66
spielberg,70
wastes,4
taking,132
us,581
water,76
midnight,35
swim,9
beautiful,196
girl,189
deadly,27
away,339
vulnerable,22
floating,25
ocean,26
attacked,17
relinquishes,1
grip,14
outstanding,69
builds,26
theatrical,31
act,147
second,197
unlike,113
filmmakers,64
deal,131
restraint,14
refuses,37
show,361
shark,23
middle,84
merely,81
suggests,30
presence,91
subjective,7
shots,89
building,60
bit,321
shark's,1
arrival,23
truly,163
terrifying,28
let,137
bored,32
imagery,24
chief,28
brody,7
roy,11
scheider,3
york,132
cop,80
taken,124
easy,127
peaceful,17
running,137
station,51
amity,1
island,64
fictitious,5
england,38
resort,14
town,225
hasn't,55
murder,130
gun,60
fired,12
25,15
years,484
shaken,6
vicious,25
white,155
attacks,44
fourth,17
july,14
mayor,8
larry,63
vaughn,14
hamilton,7
want,265
shut,20
beaches,1
reliant,3
summer,149
tourist,4
joined,13
matt,64
hooper,4
richard,74
dreyfuss,11
young,437
ambitious,31
expert,18
marine,7
institute,3
fascinated,14
determined,43
stop,119
--,569
knowledge,44
exact,29
workings,7
perfect,241
engine,6
eating,18
machine,49
finally,196
relents,1
join,43
crusty,1
old,378
quint,3
robert,170
shaw,23
decrepit,3
boat,33
orca,3
search,70
three,334
men,312
hunt,41
inevitably,15
hunted,4
thriller,100
keen,13
humor,197
incredible,62
pacing,33
horror,250
ten,58
movies,627
rolled,10
wonder,116
took,92
america,118
storm,24
1975,7
crown,6
box,68
office,89
champ,2
unceremoniously,4
dethroned,1
1977,14
wars,133
today,71
fascination,17
par,20
hitchcock's,6
psycho,21
age,111
although,488
grand,54
technology,50
exists,24
technical,58
sequences,136
including,194
mechanical,8
sharks,5
obsolete,3
none,73
improve,8
lead,132
overkill,4
limitations,4
faced,33
may,502
produced,62
forced,123
traditional,46
cinematic,70
characterization,41
sharp,45
editing,43
creative,41
photography,30
instead,281
simply,202
dousing,1
audience,424
digital,29
effects,305
known,151
actors,327
draw,39
redford,21
newman,18
nevertheless,44
guaranteed,9
successful,105
careers,8
gave,73
refused,10
overshadowed,9
hits,59
just,1339
notes,33
sympathetic,45
husband,146
father,258
political,123
quagmire,2
what's,87
warns,18
previously,38
american,337
graffiti,4
1973,11
apprenticeship,1
duddy,1
kravitz,1
1974,5
gives,325
surprisingly,118
mature,40
complex,94
someone,163
literally,51
played,401
gnarled,2
movie's,106
captain,43
ahab,1
sorely,3
overlooked,14
academy,61
awards,27
bordering,4
parody,43
grizzled,3
loner,3
whose,249
machismo,4
borders,8
masochism,1
slightly,91
deranged,7
shaw's,3
caricature,12
late,107
deck,10
comparing,10
scars,8
drawn,43
telling,68
experiences,40
aboard,20
u,66
s,141
indianapolis,2
navy,12
ship,131
war,257
sunk,11
japanese,51
tale,147
1,75
000,53
swarms,5
slowly,84
devoured,1
hair-raising,2
put,219
delivers,85
take,471
best,807
leave,122
;,974
black,290
eyes,153
endless,23
rows,2
teeth,18
insatiable,2
urge,14
eat,35
epitome,6
mankind's,3
fears,26
unknown,24
threatening,20
nature,116
nemesis,10
survived,11
sinch,1
dinosaurs,15
whites,5
exist,43
large,93
threat,36
spielberg's,26
feel,263
queasy,3
bunch,55
writihing,1
dangling,2
unprotected,2
legs,22
ready,60
chomped,1
combination,32
actual,75
footage,58
five,111
nicknamed,8
bruce,80
crew,104
built,39
shot,180
angles,13
forgotten,32
sort,127
precursor,2
waterworld,7
1995,26
soggy,3
cost,11
overruns,1
universal,29
worried,17
bomb,17
overcame,2
obstacles,12
delivered,17
finest,50
primal,10
scare-thrillers,1
ever,399
hollywood,274
moviemaking,9
general,102
manager,21
nfl,3
team,123
post-salary,1
cap,6
era,63
allocate,1
resources,9
dollar,20
spent,67
free-agent,1
defensive,5
tackle,8
spend,75
linebackers,1
safeties,1
centers,16
teams,11
detroit,9
lions,4
boast,6
superstar,11
huge,77
contract,13
field,51
guys,111
herb,1
special-effects,3
budget,54
hire,13
recognizable,11
jackie,208
chan,83
barry,34
sanders,5
spins,6
darts,2
cutting,25
line,194
watching,225
operation,27
condor,6
drives,30
motorcycle,5
crowded,8
streets,48
madrid,1
fleeing,9
armada,3
pursuers,5
identical,6
compact,3
cars,23
reminiscent,41
daylight,13
chicago,29
bears,13
hot,45
pursuit,17
except,83
rescuing,5
runaway,5
baby,55
carriages,1
cent,2
invested,8
stunts,29
pay,64
hospital,43
bills,9
leaves,99
75,2
cents,3
things,445
directs,26
scripts,18
dubbing,6
characters,953
hideous,10
title,143
sequence,200
also,1200
explains,33
places,52
morocco,5
spain,10
chan's,17
release,114
country,100
rumble,11
bronx,9
supposedly,25
filmed,58
vancouver,4
chase,67
canadian,18
rockies,1
clearly,84
visible,7
heck,15
haircut,2
hairstylist,1
always,357
mixture,13
lee,116
master,95
kung-fu,6
slapstick-fu,1
sent,65
un,5
retrieve,11
cache,4
lost,186
nazi,17
gold,39
north,31
african,15
desert,36
chased,12
horde,2
neo-nazi,4
sympathizers,1
stereotypical,16
arabs,2
correctness,3
women,127
scream,145
save,104
!,657
misuse,1
firearms,4
villain,69
broken,32
base,24
carried,27
everywhere,20
pathetic,31
evil,219
en,10
route,19
extended,21
hilarious,146
fight,147
moroccan,2
version,160
motel,5
6,18
neo-nazis,1
confrontations,5
savage,12
natives,3
chop-socky,2
followed,30
film's,321
centerpiece,5
wind-tunnel,1
face/off,9
well-choreographed,1
giant,78
kevlar,1
hamster,1
balls,9
smashed-up,1
crates,1
bananas,3
scorpions,1
ignore,13
gaping,3
holes,24
exactly,161
villain's,2
escape,95
didn't,244
key,77
values,29
hitchhiking,1
sahara,3
pretentions,2
raiders,6
ark,10
knockoff,2
wonders,29
franchise,18
blocking,2
lawrence,28
kazdan,1
williams,90
lucas,71
producing,15
a+,2
special,282
talent,85
mainstream,23
utilize,8
june,7
1960,5
self-taught,1
idealistic,8
pragmatic,3
man,695
became,75
36,3
head,174
government,81
newly,17
independent,29
state,87
formerly,4
belgian,4
congo,5
later,206
ousted,1
powerful,126
position,42
troops,13
captured,41
brutally,20
murdered,26
aides,1
little-known,3
meteoric,3
rise,37
fall,122
told,128
international,36
filmmaker,39
raoul,2
peck,8
lumumba,17
patrice,5
lumumba's,4
eriq,2
ebouaney,5
helmer,7
1991,11
award,44
winning,47
documentary,43
death,258
prophet,2
virtually,46
guaranteeing,1
fictional,20
account,22
patriot,10
remains,84
co-writer,9
pascal,8
bonitzer,2
begins,239
leader,74
perform,28
task,52
dismembering,1
bodies,27
images,89
hatchets,1
saws,1
fast-emptying,1
whiskey,6
bottles,1
accompany,8
grisly,7
jump,28
meeting,45
among,132
leaders,13
belgian-owned,1
third,91
class,90
postal,9
worker,27
speaks,34
mind,243
heads,46
tribes,3
proclaiming,3
tribal,2
regional,1
national,31
mobile,8
congolese,2
movement,33
mnc,2
gaining,13
prominence,3
clerical,2
sell,24
beer,13
face,158
bustling,4
capital,7
stanleyville,1
colonial,4
empires,2
falling,46
savvy,7
chess-like,1
achieves,16
leadership,12
date,73
independence,31
approaches,23
tactically,1
positions,6
nation's,4
prime,33
minister,9
defense,25
presidency,3
joseph,22
kasa,2
vubu,2
maka,2
kotto,2
coalition,1
apart,57
former,98
masters,16
continue,37
exert,1
influence,27
struggling,23
nation,19
strive,7
maintain,20
economic,7
hold,65
country's,6
vast,22
natural,77
diamonds,5
seek,17
knowing,39
try,154
create,106
de,130
facto,3
control,71
fledgling,3
initial,31
investigation,25
soviet,16
assistance,11
immediately,91
tags,5
communist,6
integrity,9
cold,92
russian,31
domination,2
situation,103
worse,74
army,91
mutinies,1
remaining,26
begin,94
evacuate,4
arm,16
violently,1
intervene,3
lucrative,7
katanga,2
province,2
succeeds,55
rival,33
moise,2
tschombe,1
nzonzi,2
access,8
returns,61
conference,5
abroad,4
tumultuous,5
period,88
history,151
nations,3
sometimes-odious,1
colonialists,1
ruled,12
european,14
seats,14
power,132
centuries,5
focuses,32
familiar,100
material,91
strives,6
give,248
honest,54
portrayal,71
friend,199
foes,2
movements,20
gripped,3
africa,15
50's,6
60's,3
nigeria,1
somalia,1
born,61
varying,11
degrees,11
failure,23
usually,126
dependent,5
colonized,1
others,187
effort,71
camera,159
bring,123
slice,3
gone,85
unexplored,3
decades,36
rate,35
standards,19
realistic,97
settings,14
nicely,64
maintained,4
traveled,4
zimbabwe,1
mozambique,1
covers,13
ground,54
yeoman's,1
providing,30
detailed,28
trying,250
justice,47
evenly,3
linear,6
straightforward,26
manner,60
teaches,14
preaches,1
concentrates,11
deeds,9
stalwart,1
saint,12
embellish,3
larger,25
persona,25
family,415
patrice's,1
handled,29
perfunctory,3
brief,74
interludes,5
talking,76
children,161
embracing,3
wife,307
lamenting,2
child,142
intent,8
flesh,29
short,158
shrift,3
given,220
lopsided,1
marks,23
actor,264
convincing,80
charismatic,24
multifaceted,4
politically,13
deft,13
people,767
force,100
driving,41
ambitions,12
docudrama,4
tradition,41
outshine,3
complementing,4
efforts,36
educational,3
appeal,48
buffs,10
politicos,1
intelligence,58
b+,7
apparently,79
tony,62
kaye,12
major,158
battle,126
regarding,19
x,21
happy,126
final,218
product,37
removed,18
name,166
credits,88
altogether,18
heard,89
kind,280
happening,33
input,3
produce,22
found,216
kaye's,2
focused,24
touchy,3
racism,21
edward,61
norton,34
hard,238
believe,196
norton's,8
fear,77
making,315
performers,27
derek,50
vinyard,2
skinhead,14
living,129
venice,17
beach,45
brother,125
danny,69
furlong,4
mother,246
beverly,12
d'angelo,3
davin,1
jennifer,39
lien,5
flashback,23
kills,29
vandalizing,1
car,134
lands,17
prison,100
present-time,1
eager,28
follow,99
footsteps,9
path,43
derek's,12
adoption,6
supremacy,4
served,20
finds,203
full-blown,5
understand,87
stupid,43
thoughtless,1
intelligent,125
articulate,7
voice,159
beliefs,19
disturbingly,4
terms,68
controversial,29
preach,5
note,126
redemption,17
phase,6
partially,6
disagree,7
advocate,17
presents,51
loud,35
obnoxious,21
smart,103
believable,78
arbitrarily,1
killed,92
group,196
clear,104
passionate,15
punk,5
looking,207
excuse,23
beat,28
helps,54
talented,67
astonishing,24
frightening,57
shaved,3
swastika,3
chest,8
addition,55
requires,31
depth,78
shouting,11
ease,22
meanest,1
likable,42
gutsy,5
approach,82
adds,67
subplot,35
principal,19
danny's,3
avery,4
brooks,51
obsessed,36
purging,1
hatred,20
terrific,95
standouts,6
visually,57
indulges,4
artistic,33
choices,38
lots,62
slow-motion,7
strange,107
moody,15
atmosphere,86
lately,12
skims,1
greatness,25
last,420
minutes,253
climactic,28
moving,110
picture,317
ends,124
pretentious,15
preachy,5
resolution,26
featuring,42
narration,37
subtle,104
felt,98
slap,8
hand-fed,1
theme,80
simplistic,8
disliked,7
problem,157
imagine,65
least,265
pleased,15
timid,7
weak,36
manages,135
compelling,59
argument,21
without,392
advocating,2
colleagues,10
surprised,66
willing,49
betsy's,4
wedding,92
shocked,18
hear,63
reaction,29
understandable,13
consider,64
revolves,28
molly,15
ringwald,6
worthwhile,15
1986,9
alda,11
duds,5
four,147
noteworthy,9
projects,21
misdemeanors,1
written,193
directed,163
vibrant,14
slice-of-life,1
mixing,16
dramatic,115
moments,251
bowl,10
whimsical,10
alda's,4
elixir,1
smooth,20
refreshing--and,1
welcome,39
change,134
pace,76
usual,95
fare,39
bride,22
groom,6
dylan,10
walsh,21
pivotal,22
far,320
nonentity,1
door,48
knob,1
unbearable,2
easily,128
weakest,12
link,13
short-cropped,1
orange,12
hair,54
red,93
lip-stick,1
grotesque,8
outfits,7
she's,183
supposed,83
dress,22
designer,35
clown,16
matters,44
ringwald's,3
matches,15
thankfully,49
keeps,90
minimum,8
interested,59
colorful,35
periphery,4
device,42
together,299
bride's,2
working-class,4
italian,42
groom's,1
rich,116
gentile,1
folks,27
homey,1
down-to-earth,9
free-spirited,4
madeline,5
kahn,4
practical,9
ally,9
sheedy,8
lonely,39
walsh's,1
clan,8
prim,2
proper,24
ostentatious,1
families,27
meet,128
mingle,1
culture,73
clash,13
puts,73
versus,14
wonderfully,75
understated,16
pleasant,31
surprises,44
expresses,4
anthony,40
lapaglia,5
seizes,2
spotlight,15
stevie,1
dee,3
suave,12
polite,8
mafioso,5
formally,1
courting,2
old-fashioned,19
chivalry,4
lapaglia's,2
sincere,21
dim-witted,9
riot,11
uncanny,10
dead,172
ringer,1
niro,46
alec,22
baldwin,33
thrown,51
measure,13
attended,8
gangster,43
inspired,61
partly,16
tribute,20
role-model,1
rip-off,5
re-born,1
over-the-top,21
missed,31
scrumptious,1
extends,2
beyond,95
pesci,9
particular,79
sinks,8
unscrupulous,4
brother-in-law,1
slum,2
lord,51
mob,43
ties,14
cheating,15
catherine,26
o'hara,8
challenge,31
somehow,103
touch,66
financially-strapped,1
carpenter,14
bigger,30
wallet,5
adopts,8
psychological,37
view,102
plan,75
style,168
remarkably,22
restrained,13
tasteful,3
genius,44
woody,88
possess,11
inspiration,27
entertaining,187
slop,1
passes,19
bloody,35
clashes,4
pander,1
belgians,1
continued,11
condescending,6
paternalistic,4
officers,12
particularly,143
janssens,2
rudi,1
delhem,1
publique,1
congo's,1
caused,18
rebellions,1
undermining,2
outraged,3
rape,13
nationals,1
unrest,1
tshombe,1
contained,13
70,3
percent,6
proclaimed,4
secession,1
replaced,23
mobutu,4
colonel,28
went,97
pacification,1
tour,23
'when,1
drown,2
dog,126
rabies,1
',92
prophesies,2
fate,53
exemplary,2
complicated,38
myriad,5
players,36
frequently,33
succumb,3
cliche,15
private,109
peck's,3
script,292
illuminates,1
bantu,1
sayings,1
'the,22
rules',2
uses,118
ambassador,4
direction,162
assured,17
unfortunately,133
standard,46
television,99
dynamic,15
radiating,1
character's,54
fierce,6
passion,40
ability,77
strategize,2
cornered,2
insurmountable,3
odds,18
elevate,2
mediocre,27
ebouaney's,1
tragedy,49
personally,25
action,469
drowning,4
sea,36
asian,19
wire-fu,2
copycats,2
pretty,235
leaving,106
likes,45
schwartznager,1
stallone,21
van,112
damme,15
wearing,22
cement,3
galoshes,1
bottom,32
kung,34
fu,35
sometimes,181
mix,43
results,42
mind-blowing,3
spectacle,16
amazing,116
exciting,88
stunt,17
1999's,10
matrix,65
gem,28
often,231
wrong,165
chinese,59
flying,35
ninjas,2
karate,4
soaring,2
detectives,16
slow,87
motion,93
kicking,5
scientists,23
mostly,121
laughable,14
hollywood's,24
rush,63
emulate,3
trademark,15
choreography,10
joke,41
art,120
form,129
iron,29
monkey,20
latest,94
import,8
reissue,5
1993,20
19th,15
vigilante,3
rongguang,1
yu,2
fighting,50
shaolin,4
rights,21
oppressed,3
bellies,1
hungry,10
piece,125
narrative,43
legendary,28
hero,112
wong,36
fei-hong,19
recently,65
possibly,63
2000,20
drunken,43
legend,36
younger,63
sze-man,1
tsang,1
kei-ying,4
yen,3
chi,2
dan,24
thrust,14
monkey's,1
oppression,6
styles,9
especially,292
devolve,1
ridiculous,22
twinkle-toed,1
crouching,7
tiger,9
dragon,38
yuen,8
wo,2
ping,3
eventually,145
remembers,6
earth,124
heart,153
hardcore,11
rather,342
drama,164
la,75
profoundness,2
shared,16
pass,42
outlaw,3
good-hearted,3
misguided,10
enemy,27
transcend,7
mindless,9
hearts,22
minds,32
equal,30
masterpiece,69
dances,9
invading,9
tune,19
aka,6
siunin,1
fei-hung,1
tsi,1
titmalau,1
rat,14
noticed,24
cheeks,4
sore,3
realized,38
laughing,58
aloud,2
held,32
grin,10
112,1
saturday,17
night,215
sneak,10
preview,18
damned,14
enjoy,138
goofy,35
delight,34
dandy,5
energetic,29
sight,72
gags,32
flat-out,6
silliness,3
hands,74
zippy,3
retro-style,1
torn,24
straight,68
'60s,11
slapstick,37
animated,109
photos,9
attached,9
herky-jerky,1
bounding,1
setup,30
donald,16
sinclair,4
cleese,5
venetian,1
hotel,41
casino,18
las,31
vegas,42
enjoys,15
concocting,3
unusual,41
bets,3
rolling,20
clients,8
dozen,24
tokens,2
slot,1
machines,21
gathering,11
lucky,39
token,14
holders,1
chance,116
game,172
six,70
competition,23
contestant,4
locker,8
silver,31
city,246
n,17
containing,16
$2,4
million,89
cash,36
transmitter,2
cronies,7
keep,194
track,49
ahead,35
rules,55
whichever,1
reaches,18
spoil,21
jokes,95
let's,53
use,223
next,228
paragraphs,4
profile,6
racers,2
decked,6
trashy,7
clothing,15
sporting,7
vera,4
baker,20
whoopi,5
goldberg,9
reunite,1
daughter,135
grown-up,8
merrill,5
lanai,2
chapman,3
erudite,1
conservative,12
wary,8
stranger,20
competitive,3
owen,17
templeton,2
cuba,27
gooding,14
jr,48
currently,23
referee,2
gamblers,4
enormous,18
blowing,14
call,109
high-profile,10
escaping,13
vengeful,4
cab,10
driver,60
mexico,19
masquerading,6
busload,2
lucy,19
ricardo,2
impersonators,2
heading,15
convention,11
pollini,3
rowan,2
atkinson,2
cheerful,11
holiday,29
narcoleptic,1
falls,104
asleep,8
inopportune,1
hitches,2
ride,79
zack,10
wayne,38
knight,23
hyper-tense,1
ambulance,4
carrying,22
human,251
transplant,4
randy,13
pear,4
jon,27
lovitz,9
promised,13
kathy,24
najimy,1
fun-filled,1
vacation,21
fearful,6
angry,53
involvement,13
claims,40
travel,43
interview,23
insists,12
stay,82
hop,8
mini-van,2
tear,12
duane,7
seth,29
green,60
blaine,6
vince,11
vieluf,2
cody,3
crooked,5
impediment,3
due,121
poorly,12
self-done,1
tongue,11
piercing,1
person,189
close,124
understanding,43
boys,61
reach,51
goal,42
nick,51
shaffer,3
breckin,3
meyer,10
no-nonsense,5
lawyer-in-training,1
recruits,9
helicopter,8
pilot,27
faucet,1
amy,36
journey,68
glance,19
seem,303
blandly,2
wholesome,7
changes,58
buzzes,1
boyfriend,38
shawn,5
dean,26
cain,2
spies,7
swimming,5
jerry,51
zucker,4
airplane,27
leaps,14
racer,2
periodically,6
returning,17
grisham,15
dave,17
thomas,42
personality-impaired,1
cooking,7
bizarre,61
flat,43
momentum,13
zooms,4
missteps,12
include,43
involving,125
bates,22
roadside,1
squirrel,5
salesperson,1
intricately,5
gag,17
carries,32
museum,19
outdoor,6
rally,9
utterly,39
tasteless,9
screamingly,1
pay-off,2
ditched,2
dropped,20
baby's,6
clothes,24
cleavage,5
dozing,1
matron,7
laugh,98
squirm-inducing,2
hint,21
molestation,3
selected,7
band,66
concert,18
god,113
need,148
smash,10
performing,12
carping,1
no-holds-barred,3
diverse,13
dvd,49
buy,59
surely,34
outtakes,10
die,91
thought,165
pseudo-,2
substance,29
faking,4
deep,137
meanings,7
enjoyed,70
realize,98
missing,58
putting,33
rehearsed,2
melodramatic,17
evoke,7
connotations,2
step,45
aside,60
reflect,14
experience,141
discover,54
elegantly,6
presented,71
fluff,15
i'm,263
angels,54
somewhere,48
faltered,1
underneath,18
seemingly,60
poetic,12
beauty,98
gigantic,11
hole,17
somebody,11
covered,25
iridescent,2
glossy,2
cinematography,88
shattered,10
hopes,41
added,54
hour,144
worth,164
nicolas,11
cage,30
guardian,12
angel,29
hundreds,24
thousands,22
millions,23
spends,38
eternity,6
citizens,24
mortality,6
humans,63
celestial,5
intervention,7
occurs,23
subdued,9
maggie,36
doctor,45
ponder,11
we're,116
alive,69
losing,34
patient,32
surgery,8
table,28
questions,96
envelope,4
oversee,2
patient's,2
transition,10
afterlife,4
captivated,6
following,95
observing,4
everyday,27
quickly,121
learn,98
sensations,3
taste,32
desire,48
seth's,4
adoration,2
resist,12
appear,76
regularly,7
taboo,5
angelic,2
community,41
interestingly,7
dressed,14
hitmen,7
entities,3
uniqueness,5
versatile,7
raising,17
arizona,12
happen,104
combo,5
slips,16
heavenly,9
agent,82
threatens,20
sappiness,3
pick,36
courage,28
fire,68
aren't,115
comparable,6
deviate,2
intelligently,9
ditzy,7
romantic,130
impressive,126
goers,6
rarely,59
dennis,36
franz,7
interpretation,18
meets,117
eye,71
shame,46
falters,2
stages,13
realization,17
emotionally,52
struggle,50
impacting,2
conclusion,67
wind,27
painful,17
thud,1
exhilarating,9
impression,31
linger,10
remember,106
convey,21
thru,5
60+,1
glorious,11
disheartening,2
mediocrity,1
mouths,8
based,203
german,44
wings,24
english,84
ninety,7
forgive,11
shortcomings,12
devastatingly,2
